task,payload_size,memory_mb,invocation_latency_ms,input_key,output_key,input_size_bytes,output_size_bytes,download_time_ms,compute_time_ms,upload_time_ms,total_time_ms,download_bandwidth_mbs,upload_bandwidth_mbs,primary_download_time_ms,primary_upload_time_ms,additional_download_time_ms,additional_upload_time_ms,additional_download_count,additional_upload_count,step,chain,run_id,error
kb_latency_compress,micro,256,14030.112743000000,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_256mb_micro_4.out,614156,97378,13865.183286,13.751354,71.529022,13950.463662,0.04429500000000000,1.3613770000000001,126.328199,71.529022,13738.855087,,500,,,,,
kb_latency_compress,micro,256,14187.610865000001,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_256mb_micro_5.out,614156,97378,13986.811275,13.735962,62.846806,14063.394043,0.04391000000000000,1.5494500000000000,130.784755,62.846806,13856.02652,,500,,,,,
kb_latency_compress,micro,512,13611.67597800000,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_512mb_micro_1.out,614156,97378,13433.357973,8.150916,101.376793,13542.885682,0.04571900000000000,0.9605550000000000,75.702341,101.376793,13357.655632,,500,,,,,
kb_latency_compress,micro,512,13754.303932000001,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_512mb_micro_2.out,614156,97378,13536.151922,8.243586,43.65773,13588.053238,0.04537200000000000,2.230487000000000,57.336505,43.65773,13478.815417,,500,,,,,
kb_latency_compress,micro,512,13628.39937200000,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_512mb_micro_3.out,614156,97378,13483.195443,8.211634,37.005587,13528.412664,0.045550000000000000,2.6314400000000000,66.714777,37.005587,13416.480666,,500,,,,,
kb_latency_compress,micro,512,13654.120922000000,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_512mb_micro_4.out,614156,97378,13549.73804,8.268182,38.942358,13596.94858,0.045325999999999998,2.5005679999999999,63.127409,38.942358,13486.610631,,500,,,,,
kb_latency_compress,micro,512,13914.09158700000,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_512mb_micro_5.out,614156,97378,13556.204859,8.322387,39.344736,13603.871982,0.04530400000000000,2.4749940000000001,64.137669,39.344736,13492.06719,,500,,,,,
kb_latency_compress,micro,768,13857.643604000001,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_768mb_micro_1.out,614156,97378,13675.069914,9.582837,39.326252,13723.979003,0.04491100000000000,2.4761579999999999,78.915542,39.326252,13596.154372,,500,,,,,
kb_latency_compress,micro,768,13835.145235000000,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_768mb_micro_2.out,614156,97378,13702.243718,9.496705,43.721795,13755.462218,0.04482200000000000,2.2272189999999998,58.632104,43.721795,13643.611614,,500,,,,,
kb_latency_compress,micro,768,13938.602448000000,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_768mb_micro_3.out,614156,97378,13760.019967,9.3926,37.666987,13807.079554,0.044632999999999999,2.585235000000000,51.553629,37.666987,13708.466338,,500,,,,,
kb_latency_compress,micro,768,13724.096536999999,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_768mb_micro_4.out,614156,97378,13616.426381,9.681335,38.848145,13664.955861,0.04510400000000000,2.5066320000000002,59.995987,38.848145,13556.430394,,500,,,,,
kb_latency_compress,micro,768,13675.930737999999,payloads/matrix_micro.bin,intermediate/task_kb_latency_compress_768mb_micro_5.out,614156,97378,13569.218824,9.432008,45.66714,13624.317972,0.04526100000000000,2.132343000000000,42.537922,45.66714,13526.680902,,500,,,,,
